image,caption_number,caption,id
6253003614.jpg,1,Ba người đàn ông đang chơi bóng đá với khán giả trong nền,28419
6253003614.jpg,2,Cầu thủ bóng đá trên một cánh đồng với một quả bóng đi vào lưới,28419
6253003614.jpg,3,Những đứa trẻ này đang vui vẻ chơi một trò chơi bóng đá,28419
6253003614.jpg,4,Một mục tiêu được ghi vào một trận bóng đá,28419
6271611352.jpg,0,Năm chàng trai trẻ hai người mặc áo xanh ba màu xanh đang chơi bóng đá trên một cánh đồng với một hàng rào liên kết chuỗi trong nền,28441
6271611352.jpg,1,Một số người trẻ đang chơi với một quả bóng bên ngoài,28441
6271611352.jpg,2,Năm đứa trẻ trẻ đang tham gia vào một trò chơi bóng đá,28441
6271611352.jpg,3,Năm cậu bé chơi bóng đá,28441
6271611352.jpg,4,Năm chàng trai trẻ chơi bóng đá,28441
6283123175.jpg,0,Một cầu thủ bóng chuyền nữ đang nhảy cho một quả bóng chuyền ở phía đối diện của đội màu xanh,28477
6283123175.jpg,1,Một cầu thủ bóng chuyền nhảy lên để đạt được bóng trong một trò chơi của tất cả phụ nữ,28477
6283123175.jpg,2,Một cô gái tăng đột biến trong một cuộc thi bóng chuyền trường trung học,28477
6283123175.jpg,3,Đội bóng chuyền của một cô gái đang có một trò chơi,28477
6283123175.jpg,4,Một đội bóng chuyền nữ thực hành,28477
6309593797.jpg,0,Một người ném bóng đang ném một quả bóng chày đến một người bắt người đang đứng trước một trọng tài và đằng sau một người đánh bóng,28528
6309593797.jpg,1,Một bình bóng chày ném một quả bóng nhanh vào một người đánh bóng bắt và trọng tài,28528
6309593797.jpg,2,Một bình vừa hoàn thành việc ném quả bóng về phía người đánh bóng trên sân bóng chày,28528
6309593797.jpg,3,Một nhóm đàn ông chơi bóng chày với một người đàn ông ném bóng,28528
6309593797.jpg,4,Anh ta làm cho sân và bột đã sẵn sàng,28528
6312211170.jpg,0,Cầu thủ bóng đá mặc đồng phục màu xanh và trắng sáng đang nhảy lên không trung,28536
6312211170.jpg,1,Hai thanh niên chơi bóng đá vào một ngày nắng đang nhảy cho quả bóng đá,28536
6312211170.jpg,2,Cầu thủ bóng đá trong trận đấu xanh và trắng cho quả bóng trong không trung,28536
6312211170.jpg,3,Một số cầu thủ bóng đá trên một cánh đồng hành động,28536
6312211170.jpg,4,Ba chàng trai đang chơi bóng đá,28536
6341181416.jpg,0,Một cầu thủ bóng đá trong một chiếc áo màu xanh Jersey với chiếc quần vàng mang bóng đá trong khi đồng đội của anh ta và đội bóng đối phương mặc màu cam và trắng chạy phía sau anh ta,28617
6341181416.jpg,1,Một cầu thủ của đội bóng đá mặc đồng phục màu xanh và vàng đang chạy xuống dòng yard về phía khu vực cuối,28617
6341181416.jpg,2,Một trò chơi bóng đá Người chơi có quả bóng trong một chiếc áo xanh với phe đối lập trong áo trắng,28617
6341181416.jpg,3,Sáu chàng trai chơi bóng đá và một người có bóng đá và đang chạy,28617
6341181416.jpg,4,Một bóng đá trường trung học chạy lại chạy nước rút vào vùng cuối,28617
6342265060.jpg,0,Hai đội bóng đá một đội ở Teal và người kia mặc màu đỏ giữa một trận đấu,28623
6342265060.jpg,1,Hai đội một đội mặc màu xanh lá cây một người mặc màu đỏ chơi một trò chơi bóng đá,28623
6342265060.jpg,2,Trong một trận bóng đá hai người chơi nhảy lên headbutt bóng,28623
6342265060.jpg,3,Hai cầu thủ bóng đá từ các đội đối lập nhảy lên không trung,28623
6342265060.jpg,4,Một số người đàn ông mặc đồng phục xanh và đỏ đang chơi bóng đá,28623
6362439531.jpg,0,Một người đàn ông vừa vỗ một quả bóng tại một người đàn ông khác người đã vung dơi cricket của mình trong khi một chiếc đồng hồ bắt trong nền,28646
6362439531.jpg,1,Ba cầu thủ cricket đang hoạt động trên một cánh đồng rất xanh với cây cọ trong nền,28646
6362439531.jpg,2,Ba người đang chơi một trò chơi mặc quần áo trắng ở đâu đó nhiệt đới,28646
6362439531.jpg,3,Ba chàng trai chơi bóng chày gần cây cọ,28646
6362439531.jpg,4,Ba người chơi cricket trong trò chơi giữa,28646
6419839253.jpg,0,Tại một sự kiện cú đánh đôi Redbull một người đàn ông đá một quả bóng đá với chân thẳng lên không trung bên cạnh con người với một hình xăm lớn trên lưng,28708
6419839253.jpg,1,Ba thanh niên đang chơi bóng đá ở bãi biển mặc quần short và trang phục bãi biển trong khi một số người xem,28708
6419839253.jpg,2,Có ba thanh niên đá một quả bóng đá trên một bãi biển như một phần của một cuộc thi được tài trợ bởi Red Bull,28708
6419839253.jpg,3,Một người đàn ông với một chiếc áo sơ mi và hai người đàn ông không mặc áo chơi bóng đá trên cát trước khán giả,28708
6419839253.jpg,4,Các vận động viên biểu diễn trong cuộc thi đá đôi Red Bull,28708
6462908751.jpg,0,Bốn chàng trai đang chơi bóng rổ và sàn nhà là vàng với màu xanh lam đỏ và trắng hai chàng trai đang mặc màu trắng và bốn người đang mặc màu đen chúng được bao quanh bởi những người trong những người tẩy trắng,28751
6462908751.jpg,1,Một cầu thủ bóng rổ mặc đồ trắng đồng hồ của mình người mặc đồ đen rê bóng rổ xuống sân trong một trận đấu với khán giả,28751
6462908751.jpg,2,Trẻ em học trung học chơi bóng rổ trong một phòng tập thể dục trong khi rất nhiều khán giả nhìn vào,28751
6462908751.jpg,3,Người chơi bóng rổ tham gia vào cố gắng ngăn chặn đội khác,28751
6462908751.jpg,4,Một cậu bé đang rê bóng rổ trong một trận bóng rổ,28751
6474862163.jpg,0,Cầu thủ bóng rổ bang Penn bang Bắn số cho giỏ với quả bóng vừa rời khỏi đầu ngón tay,28764
6474862163.jpg,1,Một cầu thủ bóng rổ tìm kiếm một phát súng trong khi đồng đội của anh ta nắm giữ thành viên nhóm đối lập,28764
6474862163.jpg,2,Một cầu thủ bóng rổ đang thực hiện một cú nhảy với một cầu thủ đối nghịch ở phía trước,28764
6474862163.jpg,3,Một người đàn ông trong một bộ đồng phục bóng rổ trắng bắn cho giỏ,28764
6474862163.jpg,4,Một cầu thủ bóng rổ đang bắn một quả bóng rổ,28764
6474894623.jpg,0,Hai đội bóng rổ chơi một trò chơi nhỏ đang xem một quả bóng khi nó bay về phía mục tiêu,28766
6474894623.jpg,1,Có nhiều cầu thủ màu trắng và màu xanh trong bức ảnh này hơn Burgundy và White,28766
6474894623.jpg,2,Hai đội đàn ông đang chơi bóng rổ trên sân trong một sân vận động trống rỗng,28766
6474894623.jpg,3,Một cầu thủ bóng rổ vừa thực hiện một cú sút và đang sụp đổ,28766
6474894623.jpg,4,Một layup trông giống như nó sắp diễn ra,28766
6475050767.jpg,0,Cầu thủ bóng rổ cố gắng đi vòng quanh một hậu vệ màu đỏ,28768
6475050767.jpg,1,Cầu thủ bóng rổ chơi trước một khán giả nhỏ,28768
6475050767.jpg,2,Một cầu thủ bóng rổ đang rê bóng bóng,28768
6475050767.jpg,3,Con trai đang chơi bóng rổ trong một sân vận động,28768
6475050767.jpg,4,Guy chơi bóng rổ đại học,28768
6569938885.jpg,0,Các thành viên trong nhóm bóng chuyền ăn mặc màu đỏ ở một bên và các thành viên trong nhóm mặc đồ vàng và màu xanh trên đội đối thủ tích cực chặn tăng đột biến trong khi một huấn luyện viên nhìn vào,28865
6569938885.jpg,1,thành viên trong nhóm mặc đồng phục đang nhảy về phía lưới bóng chuyền để chặn một đội đối nghịch mặc đồng phục màu vàng tăng đột biến,28865
6569938885.jpg,2,Một trò chơi bóng chuyền và một người đàn ông mặc đồng phục màu vàng và màu xanh đã tăng vọt bóng trên mạng qua ba người bảo vệ mặc đồng phục đỏ,28865
6569938885.jpg,3,Một đội bóng chuyền đang cố gắng ngăn chặn bóng đi qua mạng,28865
6569938885.jpg,4,Đây là một nhóm trên những chàng trai trẻ tham gia bóng chuyền,28865
6638041153.jpg,0,Hai đội phụ nữ một màu xanh và trắng và một màu xanh lá cây và trắng đang chơi bóng chuyền,28930
6638041153.jpg,1,Các cô gái cạnh tranh Người chơi bóng chuyền cố gắng kiểm soát bóng trong không trung,28930
6638041153.jpg,2,Hai người phụ nữ cố gắng chặn một Spike trong khi chơi bóng chuyền,28930
6638041153.jpg,3,Có hai đội thi đấu trong một trận đấu bóng chuyền của phụ nữ,28930
6638041153.jpg,4,Một trò chơi trên bóng chuyền nữ trong một phòng tập thể dục,28930
6696752075.jpg,0,Một cậu bé mặc đồng phục Texas Rangers mở găng tay của mình ngay trước khi anh ta bắt bóng chày,28987
6696752075.jpg,1,Cậu bé trong bộ đồng phục bóng chày sắp bắt một quả bóng chày trong găng tay của mình,28987
6696752075.jpg,2,Một cậu bé trong một bộ trang phục bóng chày bắt bóng chày,28987
6696752075.jpg,3,Một cậu bé trong bộ đồng phục bóng chày bắt bóng,28987
6696752075.jpg,4,Một cậu bé đang chơi bóng chày,28987
6706751023.jpg,0,Một cầu thủ bóng rổ trong một bộ đồng phục màu trắng đang rê bóng rổ trên một cầu thủ trong bộ đồng phục màu đen,28996
6706751023.jpg,1,Một cô gái mặc đồng phục bóng rổ trắng đang rê bóng rổ qua một cô gái mặc đồng phục màu đen,28996
6706751023.jpg,2,Một cầu thủ bóng rổ nữ đang rê bóng rổ qua một cầu thủ khác,28996
6706751023.jpg,3,Hai người phụ nữ cạnh tranh trong một trò chơi bóng rổ tất cả phụ nữ,28996
6706751023.jpg,4,một cầu thủ bóng rổ cố gắng giữ bóng,28996
6797626960.jpg,0,Một cậu bé tuổi teen đang mặc màu đỏ và đen đang nhảy lên để đánh một quả bóng rổ ra khỏi bàn tay của một cậu bé tuổi teen mặc trắng và cam trong khi một đám đông đồng hồ,29106
6797626960.jpg,1,Cầu thủ bóng rổ trong bộ đồng phục màu cam cố gắng chặn cú sút của người chơi trong bộ đồng phục trắng,29106
6797626960.jpg,2,Người đàn ông cố gắng làm một cái giỏ tại một trò chơi trong khi một cái khác đang cố gắng chặn cú sút,29106
6797626960.jpg,3,Bóng rổ trung học đã trở nên đặc biệt thú vị với các lần bố trí mẫu mực,29106
6797626960.jpg,4,Một cậu bé thực hiện một cú sút trong khi đội của anh ta lo lắng,29106
6822696890.jpg,0,Ba người chơi bóng rổ xe lăn mặc đồng phục đội đang cố gắng tiếp cận bóng rổ giảm dần với những người chơi khác trong nền,29140
6822696890.jpg,1,Bốn chàng trai trong xe lăn trên sân bóng rổ hai đang cố gắng nắm lấy một quả bóng rổ ở giữa không trung,29140
6822696890.jpg,2,Thể thao mới đang được chơi để thể hiện sự đánh giá cao cho những đứa trẻ không thể đi bộ,29140
6822696890.jpg,3,Hai người đàn ông trong xe lăn đang vươn vào không khí cho một quả bóng rổ,29140
6822696890.jpg,4,Hai người đàn ông trong tai nạn xe lăn và chúng với tới quả bóng,29140
6828313172.jpg,0,Cầu thủ bóng rổ đang vươn vào bóng rổ khi nó bay qua không trung,29155
6828313172.jpg,1,Một đội bóng rổ đang thực hiện một cú sút trong khi ba người đàn ông cố gắng phục hồi,29155
6828313172.jpg,2,Một nhóm các chàng trai chơi bóng rổ trong một phòng tập thể dục như một người hâm mộ nhìn vào,29155
6828313172.jpg,3,Đàn ông trên các đội đối lập đặt bóng rổ,29155
6828313172.jpg,4,người đàn ông cạnh tranh cho sự phục hồi,29155
6858393129.jpg,0,Tại một trò chơi bóng rổ của đàn ông số hai mươi mốt đi cho cú sút mặc dù anh ta đang bị các chàng trai mặc đôi,29237
6858393129.jpg,1,Hai người đàn ông mặc đồng phục bóng rổ màu xanh đang cố gắng để có được bóng từ một người đàn ông trong bộ đồng phục bóng rổ trắng người đang ở giữa không trung,29237
6858393129.jpg,2,Một người đàn ông ở giữa không trung với một quả bóng rổ vì hai người đàn ông từ đội đối lập cố gắng che chắn phòng thủ anh ta,29237
6858393129.jpg,3,Ba quý ông chơi bóng rổ một người đàn ông với bóng và hai người bảo vệ trên anh ta,29237
6858393129.jpg,4,Một anh chàng da trắng ở giữa mất một layup khác,29237
6871582253.jpg,0,Một cầu thủ bóng rổ mặc đồng phục màu xanh đang lái xe về phía giỏ khi đồng đội của mình nhìn và anh ta đang được bảo vệ bởi ba cầu thủ đối lập mặc đồng phục trắng,29268
6871582253.jpg,1,Một người đàn ông mặc đồng phục màu xanh cố gắng bắn một cái giỏ trong một trận bóng rổ trong khi được bao quanh bởi ba người đàn ông mặc đồng phục trắng và khi một người chơi mặc đồng phục mặc đồng phục khác nhìn vào,29268
6871582253.jpg,2,Ba cầu thủ bóng rổ trong một trò chơi một người đang cố gắng để có được bóng qua vòng,29268
6871582253.jpg,3,Một người đàn ông cố gắng đặt bóng rổ vào hoop trong khi được bao quanh bởi những đồng đội đối nghịch,29268
6871582253.jpg,4,Đội bóng rổ với một trong những cầu thủ sắp đi chồi,29268
6889203488.jpg,0,Hai chàng trai tuổi teen thực hành kỹ năng bóng đá của họ khi bạn bè của họ đứng cạnh khung thành và xem,29323
6889203488.jpg,1,Một cậu bé đá một quả bóng đá vào lưới trong khi thủ môn nhảy lên quả bóng,29323
6889203488.jpg,2,Các vận động viên trẻ cạnh tranh trong một trận bóng đá trong nỗ lực chặn một mục tiêu,29323
6889203488.jpg,3,Hai đứa trẻ tập thể dục bóng đá trong khi năm người khác nhìn vào,29323
6889203488.jpg,4,Tám thanh niên luyện tập kỹ năng bóng đá,29323
6897153076.jpg,0,Hai người đàn ông một trong bộ đồng phục màu vàng và một trong bộ đồng phục màu xanh đang thi cho một quả bóng rổ trong một trò chơi với những người chơi khác trong nền,29347
6897153076.jpg,1,Một cầu thủ bóng rổ trong một bộ đồng phục màu vàng cố gắng rê bóng trong khi được bảo vệ bởi một người chơi trong bộ đồng phục màu xanh,29347
6897153076.jpg,2,Một cầu thủ bóng rổ trong một chiếc áo vàng gặm bóng trong khi một người đàn ông mặc áo xanh bảo vệ anh ta,29347
6897153076.jpg,3,Hai cầu thủ bóng rổ chuyên nghiệp cố gắng kiểm soát bóng,29347
6897153076.jpg,4,Hai cầu thủ bóng rổ nam tham gia trò chơi chuyên nghiệp,29347
6910820943.jpg,0,Ba cầu thủ bóng đá một trong những màu xanh và đỏ sở hữu quả bóng và người trên nền trắng đang cố gắng đánh cắp nó đi,29380
6910820943.jpg,1,Cầu thủ bóng đá đang ở trên một cánh đồng một người sắp đá một quả bóng và một người khác cố gắng đánh cắp nó từ anh ta,29380
6910820943.jpg,2,Một trò chơi bóng đá của đàn ông giữa một đội màu trắng và đen và một đội trong các sọc đỏ và xanh,29380
